messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 으, 이게 무슨 냄새야? 썩은 내 진동해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으, 이게 무슨 냄새야? 썩은 내 진동해.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 으 이게 무슨 냄새야 썩은 내 진동해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 침대 시트에 뭐 흘렸어 누런 자국 좀 봐""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 침대 시트에 뭐 흘렸어 누런 자국 좀 봐""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 어우, 시끄러워. 목소리만 들어도 짜증이 확 나네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어우, 시끄러워. 목소리만 들어도 짜증이 확 나네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 어우 시끄러워 목소리만 들어도 짜증이 확 나네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어우 시끄러워 목소리만 들어도 짜증이 확 나네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 저 인간은 입만 열면 구라네. 신물 난다.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 저 인간은 입만 열면 구라네. 신물 난다.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 저 인간은 입만 열면 구라네 신물 난다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 저 인간은 입만 열면 구라네 신물 난다""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 손 안 씻고 과자 집어 먹지 마. 더럽게 시리.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 손 안 씻고 과자 집어 먹지 마. 더럽게 시리.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 손 안 씻고 과자 집어 먹지 마 더럽게 시리""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 손 안 씻고 과자 집어 먹지 마 더럽게 시리""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 곰팡이 냄새가 코를 찌르네. 숨을 못 쉬겠어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 곰팡이 냄새가 코를 찌르네. 숨을 못 쉬겠어.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.2, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 곰팡이 냄새가 코를 찌르네 숨을 못 쉬겠어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 곰팡이 냄새가 코를 찌르네 숨을 못 쉬겠어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 으악, 지네다! 다리 많은 거 제일 싫어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악, 지네다! 다리 많은 거 제일 싫어.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 으악 지네다 다리 많은 거 제일 싫어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악 지네다 다리 많은 거 제일 싫어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 우유 상한 냄새 맡아봐. 덩어리 졌어.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 우유 상한 냄새 맡아봐. 덩어리 졌어.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 우유 상한 냄새 맡아봐 덩어리 졌어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 우유 상한 냄새 맡아봐 덩어리 졌어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 비 오는 날 지렁이 밟은 느낌이야. 으으.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 비 오는 날 지렁이 밟은 느낌이야. 으으.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 비 오는 날 지렁이 밟은 느낌이야 으으""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 비 오는 날 지렁이 밟은 느낌이야 으으""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 욕심이 덕지덕지 붙어 보이네. 추하다.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 욕심이 덕지덕지 붙어 보이네. 추하다.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 욕심이 덕지덕지 붙어 보이네 추하다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 욕심이 덕지덕지 붙어 보이네 추하다""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 에디, 너 오류 난 표정 짓지 마. 기괴해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디, 너 오류 난 표정 짓지 마. 기괴해.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 에디 너 오류 난 표정 짓지 마 기괴해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디 너 오류 난 표정 짓지 마 기괴해""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 쓰레기장 냄새가 여기까지 올라오네.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 쓰레기장 냄새가 여기까지 올라오네.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 쓰레기장 냄새가 여기까지 올라오네""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 쓰레기장 냄새가 여기까지 올라오네""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 저 옷 안 빤지 일주일은 됐겠다. 냄새나.""}, {""role"": ""assistant"", ""content"": ""{  \n\""emotion\"": 9,  \n\""intensity\"": 0.5,  \n\""ethogram\"": \""v_05\""  \n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 저 옷 안 빤지 일주일은 됐겠다. 냄새나.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 저 옷 안 빤지 일주일은 됐겠다 냄새나""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 저 옷 안 빤지 일주일은 됐겠다 냄새나""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 어떻게 자기 자식을 버려? 짐승만도 못해.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어떻게 자기 자식을 버려? 짐승만도 못해.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 어떻게 자기 자식을 버려 짐승만도 못해""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.6,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어떻게 자기 자식을 버려 짐승만도 못해""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.2, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 으, 이 컵 안 닦았나 봐. 립스틱 자국 그대로야.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.4,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으, 이 컵 안 닦았나 봐. 립스틱 자국 그대로야.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.0, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 으 이 컵 안 닦았나 봐 립스틱 자국 그대로야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으 이 컵 안 닦았나 봐 립스틱 자국 그대로야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 벌레 먹은 사과를 나한테 주는 거야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.6,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 벌레 먹은 사과를 나한테 주는 거야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.2, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 벌레 먹은 사과를 나한테 주는 거야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_02\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 벌레 먹은 사과를 나한테 주는 거야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""t_02\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 바닥에 침 뱉지 마. 교양 없이 뭐 하는 짓이야.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 바닥에 침 뱉지 마. 교양 없이 뭐 하는 짓이야.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 바닥에 침 뱉지 마 교양 없이 뭐 하는 짓이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.6,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 바닥에 침 뱉지 마 교양 없이 뭐 하는 짓이야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.2, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 화장실 변기 뚜껑 좀 닫고 다녀. 병균 날려.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 화장실 변기 뚜껑 좀 닫고 다녀. 병균 날려.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 9, \""intensity\"": 0.1, \""ethogram\"": \""v_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: DISGUSTED\ntext: 화장실 변기 뚜껑 좀 닫고 다녀 병균 날려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 9,\n\""intensity\"": 0.5,\n\""ethogram\"": \""v_05\""\n}""}]"
