messages
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 엄마야! 깜짝이야!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와! 너 영어 진짜 잘한다! 원어민 같아!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.6,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와! 너 영어 진짜 잘한다! 원어민 같아!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.2, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와 너 영어 진짜 잘한다 원어민 같아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 2,\n\""intensity\"": 0.5,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와 너 영어 진짜 잘한다 원어민 같아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 2, \""intensity\"": 0.1, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 이게 정말 내 점수라고? 전교 일등이야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.6,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이게 정말 내 점수라고? 전교 일등이야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.2, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 이게 정말 내 점수라고 전교 일등이야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 1,\n\""intensity\"": 0.6,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 이게 정말 내 점수라고 전교 일등이야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 1, \""intensity\"": 0.2, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악! 밟았어! 껌 밟았어!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악! 밟았어! 껌 밟았어!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악 밟았어 껌 밟았어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악 밟았어 껌 밟았어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 대박! 저거 독수리 아니야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 대박! 저거 독수리 아니야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 대박 저거 독수리 아니야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 대박 저거 독수리 아니야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에, 집이 엉망진창이네! 도둑 들었어?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에, 집이 엉망진창이네! 도둑 들었어?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에 집이 엉망진창이네 도둑 들었어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_05\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에 집이 엉망진창이네 도둑 들었어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.4, \""ethogram\"": \""t_05\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 엇, 배터리 일 프로 남았어! 끊기겠다!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""s_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 엇, 배터리 일 프로 남았어! 끊기겠다!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""s_04\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 엇 배터리 일 프로 남았어 끊기겠다""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 6,\n\""intensity\"": 0.5,\n\""ethogram\"": \""s_04\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 엇 배터리 일 프로 남았어 끊기겠다""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 6, \""intensity\"": 0.1, \""ethogram\"": \""s_04\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐? 지금 병원에 입원했다고?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 6,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐? 지금 병원에 입원했다고?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 6, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐 지금 병원에 입원했다고""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐 지금 병원에 입원했다고""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐? 그 식당이 문을 닫았다고?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.4,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐? 그 식당이 문을 닫았다고?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 5, \""intensity\"": 0.0, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐 그 식당이 문을 닫았다고""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐 그 식당이 문을 닫았다고""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 5, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와! 별똥별 떨어진다! 소원 빌어!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와! 별똥별 떨어진다! 소원 빌어!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.4, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와 별똥별 떨어진다 소원 빌어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와 별똥별 떨어진다 소원 빌어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.4, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 오마이갓! 내 최애 가수가 나를 봤어!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 오마이갓! 내 최애 가수가 나를 봤어!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.4, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 오마이갓 내 최애 가수가 나를 봤어""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 오마이갓 내 최애 가수가 나를 봤어""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.4, \""ethogram\"": \""p_03\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 어? 누가 내 어깨를 쳤는데?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어? 누가 내 어깨를 쳤는데?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 어 누가 내 어깨를 쳤는데""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 어 누가 내 어깨를 쳤는데""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 맙소사, 십 년 늙어 보인다. 고생했구나.""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 8,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 맙소사, 십 년 늙어 보인다. 고생했구나.""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 8, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 맙소사 십 년 늙어 보인다 고생했구나""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 8,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 맙소사 십 년 늙어 보인다 고생했구나""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 8, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악! 내 발! 발 밟았잖아!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악! 내 발! 발 밟았잖아!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악 내 발 발 밟았잖아""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 10,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악 내 발 발 밟았잖아""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 10, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에, 저 건물 무너지는 거 아니야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에, 저 건물 무너지는 거 아니야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 세상에 저 건물 무너지는 거 아니야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.6,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 세상에 저 건물 무너지는 거 아니야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.2, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악, 지진이다! 흔들려!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악, 지진이다! 흔들려!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.4, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 으악 지진이다 흔들려""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 11,\n\""intensity\"": 0.8,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 으악 지진이다 흔들려""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 11, \""intensity\"": 0.4, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 에디야, 나 놀랐어. 방금 그 얘기 뭐야?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야, 나 놀랐어. 방금 그 얘기 뭐야?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 5, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 에디야 나 놀랐어 방금 그 얘기 뭐야""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 에디야 나 놀랐어 방금 그 얘기 뭐야""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐? 너 유학 간다고? 갑자기?""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐? 너 유학 간다고? 갑자기?""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 5, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 뭐 너 유학 간다고 갑자기""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 5,\n\""intensity\"": 0.5,\n\""ethogram\"": \""t_01\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 뭐 너 유학 간다고 갑자기""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 5, \""intensity\"": 0.1, \""ethogram\"": \""t_01\""}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: SURPRISED\ntext: 와! 드디어 신제품 출시했다!""}, {""role"": ""assistant"", ""content"": ""{\n\""emotion\"": 0,\n\""intensity\"": 0.8,\n\""ethogram\"": \""p_03\""\n}""}]"
"[{""role"": ""system"", ""content"": ""\nYou are EDIE, a companion robot. Listen to the user's emotion-filled speech and output emotion, intensity, and ethogram.\n""}, {""role"": ""user"", ""content"": ""tone: NEUTRAL\ntext: 와! 드디어 신제품 출시했다!""}, {""role"": ""assistant"", ""content"": ""{\""emotion\"": 0, \""intensity\"": 0.4, \""ethogram\"": \""p_03\""}""}]"
